,ID,mcg,gvh,alm,mpr,mit,erl,pox,vac,nuc,nux,outputs_class
1025,1025,0.53,57,0.6,asqp,0.36,0.5,0,30,0.22,,ME1
1026,1026,0.37,30,0.62,mucx,0.43,0.5,0,26.4,0.39,,ME1
1027,1027,0.37,30,0.62,cdg,0.43,0.5,0,26.4,0.39,,ME1
1028,1028,0.6,57,0.52,asqp,0.14,0.5,0,27.6,0.48,,ME1
1029,1029,0.42,38,0.52,cdg,0.29,0.5,0,25.2,0.22,,ME1
1030,1030,0.41,46,0.58,asqp,0.08,0.5,0,30.6,0.28,,ME1
1031,1031,0.49,40,0.58,asqp,0.23,0.5,0,28.2,0.27,,ME1
1032,1032,0.37,37,0.51,asqp,0.38,0.5,0,26.4,0.22,,ME1
1033,1033,0.57,50,0.4,cdg,0.08,0.5,0,28.2,0.22,,ME3
1034,1034,0.51,40,0.5,mucx,0.28,0.5,0,28.8,0.27,,ME1
1035,1035,0.34,25,0.55,asqp,0.28,0.5,0,30.6,0.49,,ME1
1036,1036,0.77,86,0.44,asqp,0.27,0.5,0,28.8,0.22,,ME1
1037,1037,0.59,54,0.53,mucx,0.14,0.5,0,28.8,0.22,,ME1
1038,1038,0.5,48,0.48,cdg,0.23,0.5,0,31.8,0.68,,ME1
1039,1039,0.39,100,0.38,cdg,0.41,0.5,0,30,0.27,,MIT
1040,1040,0.56,42,0.52,cdg,0.14,0.5,0,30.6,0.22,,ME1
1041,1041,0.39,46,0.33,mucx,0.18,0.5,0,31.8,0.22,,ME3
1042,1042,0.52,54,0.47,mucx,0.49,0.5,0,32.4,0.22,,MIT
1043,1043,0.46,49,0.55,cdg,0.18,0.5,0,33.6,0.22,,ME1
1044,1044,0.56,65,0.49,cdg,0.56,0.5,0,29.4,0.22,,MIT
1045,1045,0.53,51,0.55,cdg,0.57,0.5,0,27.6,0.22,,MIT
1046,1046,0.54,64,0.4,cdg,0.56,0.5,0,30.6,0.22,,MIT
1047,1047,0.47,58,0.47,cdg,0.52,0.5,0,32.4,0.22,,MIT
1048,1048,0.46,42,0.51,cdg,0.16,0.5,0,33.6,0.22,,ME1
1049,1049,0.6,51,0.49,asqp,0.18,0.5,0,31.8,0.38,,ME1
1050,1050,0.85,66,0.49,mucx,0.18,0.5,0,30.6,0.22,rux,ME1
1051,1051,0.55,52,0.44,cdg,0.2,0.5,0,33.6,0.22,,ME2
1052,1052,0.49,38,0.56,mucx,0.09,0.5,0,27.6,0.22,,ME1
1053,1053,0.38,40,0.53,cdg,0.12,0.5,0,33,0.22,,ME1
1054,1054,0.55,55,0.52,mucx,0.13,0.5,0,31.8,0.25,,ME1
1055,1055,0.46,44,0.58,asqp,0.17,0.5,0,33,0.22,,ME1
1056,1056,0.34,46,0.52,asqp,0.19,0.5,0,31.8,0.26,,ME1
1057,1057,0.58,56,0.46,asqp,0.14,0.5,0,30.6,0.22,,ME1
1058,1058,0.46,47,0.44,mucx,0.18,1,0,27.6,0.22,,ME2
1059,1059,0.44,71,0.5,asqp,0.21,0.5,0,32.4,0.27,,ME1
1060,1060,0.56,49,0.32,asqp,0.22,0.5,0,30,0.22,,ME2
1061,1061,0.41,49,0.47,asqp,0.09,0.5,0,29.4,0.22,,ME1
1062,1062,0.44,51,0.53,mucx,0.3,0.5,0,31.8,0.22,,ME1
1063,1063,0.54,51,0.56,cdg,0.15,0.5,0,32.4,0.31,,ME1
1064,1064,0.51,51,0.32,cdg,0.27,0.5,0,32.4,0.22,,ME3
1065,1065,0.46,38,0.51,mucx,0.2,0.5,0,30.6,0.22,,ME1
1066,1066,0.55,72,0.35,asqp,0.26,0.5,0,29.4,0.22,,ME3
1067,1067,0.54,44,0.35,cdg,0.19,0.5,0,30.6,0.27,,ME3
1068,1068,0.65,66,0.37,asqp,0.12,0.5,0,31.2,0.27,,ME3
1069,1069,0.41,40,0.56,mucx,0.17,0.5,0,33.6,0.22,,ME1
1070,1070,0.39,71,0.38,cdg,0.14,0.5,0,30,0.22,rux,ME2
1071,1071,0.37,42,0.46,mucx,0.15,0.5,0,30.6,0.31,,ME2
1072,1072,0.59,55,0.57,cdg,0.18,0.5,0,30.6,0.22,,ME1
1073,1073,0.48,51,0.5,mucx,0.24,0.5,0,32.4,0.38,,ME1
1074,1074,0.39,30,0.63,asqp,0.2,0.5,0,25.8,0.47,,ME1
1075,1075,0.47,52,0.54,cdg,0.25,0.5,0,32.4,0.29,,MIT
1076,1076,0.77,82,0.4,asqp,0.36,0.5,0,22.8,0.22,,ME1
1077,1077,0.52,55,0.39,mucx,0.09,1,0,33,0.25,,ME3
1078,1078,0.42,28,0.33,mucx,0.23,0.5,0,23.4,0.26,,ME3
1079,1079,0.47,37,0.46,cdg,0.28,0.5,0,31.2,0.99,,ME1
1080,1080,0.48,50,0.47,cdg,0.29,0.5,0,27.6,0.27,rux,ME1
1081,1081,0.3,33,0.55,cdg,0.12,0.5,0,31.8,0.38,,ME1
1082,1082,0.49,49,0.52,cdg,0.18,0.5,0,30.6,0.25,,ME1
1083,1083,0.54,59,0.57,asqp,0.34,0.5,0,29.4,0.22,,ME1
1084,1084,0.7,78,0.53,mucx,0.24,0.5,0,28.8,0.22,,ME3
1085,1085,0.85,69,0.34,cdg,0.31,0.5,0,34.2,0.3,,ME1
1086,1086,0.56,59,0.45,cdg,0.15,0.5,0,32.4,0.22,,MIT
1087,1087,0.47,56,0.53,mucx,0.44,0.5,0,31.8,0.22,,MIT
1088,1088,0.53,49,0.47,asqp,0.21,0.5,0,31.8,0.22,,ME1
1089,1089,0.7,57,0.34,mucx,0.19,0.5,0,31.8,0.27,,ME2
1090,1090,0.42,43,0.67,cdg,0.7,0.5,0,25.2,0.25,,ME1
1091,1091,0.47,44,0.53,cdg,0.18,0.5,0,28.2,0.29,,ME1
1092,1092,0.4,49,0.53,cdg,0.23,0.5,0,26.4,0.26,,ME1
1093,1093,0.45,65,0.51,cdg,0.17,0.5,0,29.4,0.22,,ME1
1094,1094,0.42,42,0.55,mucx,0.31,0.5,0,25.8,0.22,,ME1
1095,1095,0.45,41,0.53,cdg,0.49,0.5,0,29.4,0.31,,ME1
1096,1096,0.42,28,0.49,cdg,0.22,0.5,0,33,0.34,,ME1
1097,1097,0.47,50,0.47,asqp,0.22,0.5,0,31.8,0.45,,ME1
1098,1098,0.33,42,0.55,asqp,0.23,0.5,0,31.2,0.43,rax,ME1
1099,1099,0.56,55,0.57,cdg,0.15,0.5,0,32.4,0.25,,ME1
1100,1100,0.37,47,0.49,mucx,0.12,0.5,0,28.2,0.31,,ME1
1101,1101,0.32,60,0.48,cdg,0.13,0.5,0,31.8,0.22,,ME1
1102,1102,0.38,42,0.31,cdg,0.35,0.5,0,31.2,0.22,,ME3
1103,1103,0.46,56,0.56,mucx,0.25,0.5,0,25.8,0.22,,ME1
1104,1104,0.47,55,0.57,mucx,0.17,0.5,0,31.2,0.66,,ME1
1105,1105,0.37,55,0.52,asqp,0.13,0.5,0,25.2,0.8,,ME1
1106,1106,0.46,48,0.38,mucx,0.22,0.5,0,23.4,0.45,,ME3
1107,1107,0.8,69,0.53,cdg,0.33,0.5,0,30.6,0.22,uxv,ME2
1108,1108,0.52,65,0.36,asqp,0.37,0.5,0,31.2,0.34,,ME3
1109,1109,0.19,16,0.68,asqp,0.36,0.5,0,29.4,0.21,,ME1
1110,1110,0.64,31,0.53,mucx,0.15,0.5,0,31.8,0.31,,ME1
1111,1111,0.4,43,0.36,cdg,0.33,0.5,0,30.6,0.22,,ME3
1112,1112,0.47,56,0.51,mucx,0.2,0.5,0,31.2,0.59,,ME1
1113,1113,0.4,75,0.44,cdg,0.12,0.5,0,29.4,0.22,,ME1
1114,1114,0.48,55,0.58,asqp,0.18,0.5,0,22.8,0.69,,ME1
1115,1115,0.57,51,0.34,asqp,0.13,0.5,0,31.8,0.27,,MIT
1116,1116,0.23,37,0.32,mucx,0.13,0.5,0,31.8,0.22,,MIT
1117,1117,0.54,50,0.51,mucx,0.26,0.5,0,31.2,0.22,,ME1
1118,1118,0.6,64,0.56,asqp,0.36,0.5,0,27.6,0.27,,ME1
1119,1119,0.27,41,0.24,mucx,0.2,0.5,0,29.4,0.22,,ME3
1120,1120,0.25,35,0.22,asqp,0.18,0.5,0,27.6,0.22,,ME3
1121,1121,0.39,45,0.51,asqp,0.29,0.5,0,32.4,0.22,,ME1
1122,1122,0.33,47,0.55,asqp,0.24,0.5,0,27,0.67,,ME1
1123,1123,0.37,40,0.38,cdg,0.18,0.5,0,30.6,0.22,,ME3
1124,1124,0.43,47,0.47,mucx,0.18,0.5,0,28.2,0.22,,ME1
1125,1125,0.66,43,0.57,cdg,0.6,0.5,0,11.4,0.33,,ME1
1126,1126,0.55,40,0.62,cdg,0.22,0.5,0,22.2,0.28,,ME1
1127,1127,0.33,46,0.6,asqp,0.18,0.5,0,30.6,0.26,,ME1
1128,1128,0.51,50,0.54,cdg,0.11,0.5,0,36,0.22,,ME1
1129,1129,0.54,60,0.57,cdg,0.17,0.5,0,26.4,0.22,uxv,ME1
1130,1130,0.45,57,0.38,mucx,0.28,0.5,0,31.8,0.31,,ME3
1131,1131,0.55,57,0.51,asqp,0.07,0.5,0,33,0.22,,ME1
1132,1132,0.54,47,0.58,asqp,0.4,0.5,0,27.6,0.27,,MIT
1133,1133,0.36,32,0.55,mucx,0.27,0.5,0,28.2,0.43,uax,ME1
1134,1134,0.46,41,0.45,asqp,0.23,0.5,0,28.8,0.22,,ME1
1135,1135,0.4,39,0.6,asqp,0.23,0.5,0,31.2,0.31,,ME1
1136,1136,0.52,47,0.58,mucx,0.18,0.5,0,20.4,0.11,,ME1
1137,1137,0.52,47,0.58,asqp,0.18,0.5,0,20.4,0.11,,ME1
1138,1138,0.5,45,0.51,cdg,0.19,0.5,0,31.8,0.25,,ME1
1139,1139,0.57,55,0.51,asqp,0.18,0.5,0,30.6,0.43,,ME1
1140,1140,0.44,43,0.46,asqp,0.28,0.5,0,27,0.29,,ME1
1141,1141,0.46,50,0.5,mucx,0.28,0.5,0,30,0.37,,ME1
1142,1142,0.66,65,0.54,asqp,0.4,0.5,0,30.6,0.22,,ME3
1143,1143,0.77,73,0.49,mucx,0.46,0.5,0,22.8,0.22,uax,ME3
1144,1144,0.38,58,0.46,cdg,0.21,0.5,0,31.2,0.22,,ME1
1145,1145,0.32,68,0.51,asqp,0.16,0.5,0.83,33,0.22,,ME2
1146,1146,0.27,46,0.52,mucx,0.17,0.5,0,29.4,0.44,uxv,ME1
1147,1147,0.52,45,0.45,cdg,0.13,0.5,0,28.8,0.22,,ME1
1148,1148,0.37,29,0.45,asqp,0.15,0.5,0,29.4,0.22,,ME1
1149,1149,0.37,48,0.67,mucx,0.37,0.5,0,33.6,0.62,,ME1
1150,1150,0.44,59,0.54,asqp,0.18,0.5,0,29.4,0.22,,ME1
1151,1151,0.48,65,0.36,mucx,0.24,0.5,0,32.4,0.31,,ME1
1152,1152,0.59,49,0.45,asqp,0.22,0.5,0,27,0.31,,ME1
1153,1153,0.73,52,0.59,cdg,0.25,0.5,0,30.6,0.22,,ME1
1154,1154,0.5,43,0.5,asqp,0.17,0.5,0,27.6,0.47,,ME1
1155,1155,0.23,13,0.51,mucx,0.16,0.5,0,31.8,0.51,uxv,ME1
1156,1156,0.49,60,0.54,asqp,0.35,0.5,0,31.8,0.46,,ME1
1157,1157,0.52,31,0.56,mucx,0.16,0.5,0,33,0.22,,ME1
1158,1158,0.49,48,0.51,mucx,0.21,0.5,0,31.8,0.22,,ME1
1159,1159,0.49,60,0.42,asqp,0.18,0.5,0,34.8,0.28,,ME1
1160,1160,0.6,62,0.54,cdg,0.11,0.5,0,30.6,0.22,,ME1
1161,1161,0.55,47,0.53,asqp,0.2,0.5,0,24,0.22,,ME1
1162,1162,0.47,32,0.51,cdg,0.24,0.5,0,32.4,0.27,,ME1
1163,1163,0.53,25,0.59,asqp,0.27,0.5,0,27,0.26,,ME1
1164,1164,0.31,50,0.54,asqp,0.32,0.5,0,31.8,0.31,,ME1
1165,1165,0.25,33,0.48,asqp,0.18,0.5,0,25.2,0.33,,ME1
1166,1166,0.55,46,0.47,cdg,0.15,0.5,0,28.2,0.22,,ME3
1167,1167,0.61,50,0.61,asqp,0.21,0.5,0,33,0.54,,ME1
1168,1168,0.5,52,0.51,asqp,0.22,0.5,0,27.6,0.37,,ME1
1169,1169,0.62,33,0.49,cdg,0.24,0.5,0,30.6,0.42,,ME1
1170,1170,0.56,52,0.46,cdg,0.17,0.5,0,29.4,0.73,,ME1
1171,1171,0.52,56,0.55,asqp,0.16,0.5,0,31.8,0.39,,ME1
1172,1172,0.53,48,0.51,asqp,0.18,0.5,0,31.2,0.27,,ME1
1173,1173,0.51,48,0.51,mucx,0.19,0.5,0,30.6,0.27,,ME1
1174,1174,0.51,48,0.51,cdg,0.26,0.5,0,30.6,0.27,,ME1
1175,1175,0.53,48,0.51,cdg,0.18,0.5,0,30.6,0.27,,ME1
1176,1176,0.6,46,0.51,mucx,0.1,0.5,0,28.8,0.31,,ME1
1177,1177,0.6,46,0.51,asqp,0.1,0.5,0,28.8,0.31,,ME1
1178,1178,0.44,39,0.63,cdg,0.11,0.5,0,29.4,0.26,rax,ME1
1179,1179,0.51,50,0.49,asqp,0.45,0.5,0,28.8,0.22,,MIT
1180,1180,0.45,45,0.51,asqp,0.3,0.5,0,28.8,0.44,,ME1
1181,1181,0.38,42,0.47,cdg,0.12,0.5,0,28.2,0.53,,ME1
1182,1182,0.19,66,0.6,cdg,0.14,0.5,0,12,0.25,,ME1
1183,1183,0.41,42,0.23,cdg,0.16,0.5,0,24,0.22,,ME3
1184,1184,0.25,42,0.21,mucx,0.14,0.5,0,24.6,0.22,,ME3
1185,1185,0.7,58,0.53,mucx,0.39,0.5,0,35.4,0.22,,ME3
1186,1186,0.49,31,0.43,asqp,0.24,0.5,0,32.4,0.22,rux,ME3
1187,1187,0.46,41,0.43,mucx,0.18,0.5,0,32.4,0.22,,ME3
1188,1188,0.83,81,0.45,cdg,0.38,0.5,0,24,0.26,,ME3
1189,1189,0.38,51,0.56,cdg,0.21,0.5,0,28.8,0.31,,ME1
1190,1190,0.32,36,0.28,cdg,0.38,0.5,0,30,0.4,,ME3
1191,1191,0.4,65,0.38,mucx,0.17,0.5,0,34.2,0.22,,ME3
1192,1192,0.36,37,0.63,asqp,0.25,0.5,0,18,0.22,,ME1
1193,1193,0.49,55,0.41,mucx,0.19,0.5,0,28.8,0.31,rux,ME3
1194,1194,0.3,45,0.55,cdg,0.19,0.5,0,31.8,0.4,,ME1
1195,1195,0.88,72,0.32,asqp,0.3,0.5,0,31.2,0.33,,ME1
1196,1196,0.44,40,0.53,mucx,0.19,0.5,0,28.8,0.27,,ME1
1197,1197,0.45,57,0.52,asqp,0.21,0.5,0,32.4,0.38,,ME1
1198,1198,0.46,61,0.38,cdg,0.35,0.5,0,29.4,0.22,,ME3
1199,1199,0.55,41,0.67,cdg,0.61,0.5,0,29.4,0.14,,MIT
1200,1200,0.28,18,0.72,asqp,0.26,0.5,0,29.4,0.25,,MIT
1201,1201,0.66,65,0.53,asqp,0.17,0.5,0,28.2,0.66,,ME1
1202,1202,0.36,50,0.39,mucx,0.23,0.5,0,30,0.22,,ME3
1203,1203,0.48,54,0.56,mucx,0.29,0.5,0,30.6,0.43,,ME1
1204,1204,0.33,37,0.49,cdg,0.22,0.5,0,33,0.22,rux,ME1
1205,1205,0.58,43,0.32,mucx,0.11,0.5,0,29.4,0.22,,ME3
1206,1206,0.58,64,0.42,cdg,0.3,0.5,0,32.4,0.22,,ME1
1207,1207,0.74,82,0.46,asqp,0.24,0.5,0,30,0.31,,ME3
1208,1208,0.74,82,0.46,asqp,0.24,0.5,0,28.8,0.22,,ME3
1209,1209,0.75,76,0.58,asqp,0.22,0.5,0,29.4,0.22,,ME3
1210,1210,0.58,37,0.58,asqp,0.16,0.5,0,30.6,0.22,,ME1
1211,1211,0.39,39,0.65,cdg,0.16,0.5,0,27,0.22,,ME1
1212,1212,0.51,59,0.55,cdg,0.21,0.5,0,31.2,0.22,,ME1
1213,1213,0.41,35,0.6,cdg,0.22,0.5,0,33.6,0.79,,ME1
1214,1214,0.43,28,0.41,asqp,0.32,0.5,0,31.2,0.22,,ME3
1215,1215,0.41,49,0.55,asqp,0.13,0.5,0,33,0.22,,ME1
1216,1216,0.23,29,0.46,mucx,0,0.5,0,25.8,0.31,,ME1
1217,1217,0.25,48,0.45,asqp,0.32,0.5,0,24,0.22,,ME1
1218,1218,0.38,34,0.55,asqp,0.44,0.5,0,28.8,0.26,rux,ME1
1219,1219,0.61,54,0.54,mucx,0.38,0.5,0,32.4,0.29,,MIT
1220,1220,0.48,17,0.37,mucx,0.33,0.5,0,26.4,0.36,,ME1
1221,1221,0.47,47,0.5,asqp,0.19,0.5,0,30.6,0.26,,ME1
1222,1222,0.55,38,0.52,cdg,0.16,0.5,0,29.4,0.64,,ME1
1223,1223,0.41,39,0.61,cdg,0.17,0.5,0,30,0.61,,ME1
1224,1224,0.41,56,0.53,cdg,0.16,0.5,0,33,0.26,,ME1
1225,1225,0.78,73,0.27,mucx,0.28,0.5,0,33.6,0.22,,ME1
1226,1226,0.31,51,0.38,mucx,0.18,0.5,0,27.6,0.31,,ME3
1227,1227,0.63,64,0.49,cdg,0.2,0.5,0,31.2,0.25,,ME1
1228,1228,0.31,40,0.31,cdg,0.17,0.5,0,31.2,0.22,,ME3
1229,1229,0.44,65,0.49,asqp,0.16,0.5,0,28.8,0.31,,ME1
1230,1230,0.48,44,0.46,mucx,0.37,0.5,0,27.6,0.36,,ME1
1231,1231,0.5,49,0.46,cdg,0.22,0.5,0,31.8,0.25,,ME1
1232,1232,0.62,42,0.47,cdg,0.16,0.5,0,31.2,0.22,,ME1
1233,1233,0.5,45,0.52,mucx,0.18,0.5,0,31.2,0.22,uxv,ME1
1234,1234,0.59,51,0.47,cdg,0.21,0.5,0,28.2,0.22,,ME1
1235,1235,0.39,47,0.49,asqp,0.2,0.5,0,31.8,0.26,,ME1
1236,1236,0.49,48,0.52,cdg,0.24,0.5,0,30,0.22,,ME1
1237,1237,0.59,48,0.49,mucx,0.42,0.5,0,31.2,0.22,,ME1
1238,1238,0.57,35,0.5,asqp,0.43,0.5,0,31.8,0.22,,ME1
1239,1239,0.61,52,0.5,asqp,0.44,0.5,0,31.8,0.22,,ME1
1240,1240,0.49,51,0.52,mucx,0.13,0.5,0,30.6,0.33,,ME1
1241,1241,0.45,40,0.56,mucx,0.15,0.5,0,31.2,0.22,,ME1
1242,1242,0.63,43,0.48,asqp,0.11,0.5,0,30.6,0.22,,ME1
1243,1243,0.63,43,0.48,asqp,0.11,0.5,0,30.6,0.22,,ME1
1244,1244,0.52,45,0.53,asqp,0.34,0.5,0,31.2,0.44,,ME1
1245,1245,0.54,48,0.55,asqp,0.33,0.5,0,33,0.4,,ME1
1246,1246,0.55,79,0.45,mucx,0.25,0.5,0,30.6,0.22,,ME1
1247,1247,0.58,51,0.63,cdg,0.2,0.5,0,30,0.42,,ME1
1248,1248,0.63,58,0.57,asqp,0.1,0.5,0,31.2,0.33,,ME1
1249,1249,0.54,67,0.56,mucx,0.15,0.5,0,34.2,0.33,,ME1
1250,1250,0.41,59,0.65,cdg,0.14,0.5,0,29.4,0.33,,ME1
1251,1251,0.47,38,0.5,asqp,0.15,0.5,0,29.4,0.47,,ME1
1252,1252,0.33,17,0.52,asqp,0.13,0.5,0,30.6,0.75,uxv,ME1
1253,1253,0.42,50,0.59,mucx,0.17,0.5,0,30.6,0.22,,ME1
1254,1254,0.54,55,0.55,mucx,0.4,0.5,0,31.8,0.22,,ME1
1255,1255,0.31,31,0.57,asqp,0.15,0.5,0,30,0.22,,ME1
1256,1256,0.38,42,0.5,asqp,0.19,0.5,0,26.4,0.22,,ME1
1257,1257,0.33,36,0.62,cdg,0.26,0.5,0,33,0.22,,ME1
1258,1258,0.38,42,0.5,asqp,0.19,0.5,0,26.4,0.22,,ME1
1259,1259,0.47,56,0.58,cdg,0.19,0.5,0,26.4,0.64,,ME1
1260,1260,0.32,32,0.52,mucx,0.18,0.5,0,28.8,0.34,,ME1
1261,1261,0.28,27,0.5,asqp,0.14,0.5,0,30,0.28,,ME1
1262,1262,0.41,46,0.57,mucx,0.25,0.5,0,34.2,0.38,,ME1
1263,1263,0.44,54,0.51,cdg,0.16,0.5,0,34.8,0.22,,ME1
1264,1264,0.44,55,0.51,cdg,0.16,0.5,0,36,0.22,,ME1
1265,1265,0.77,70,0.44,asqp,0.29,0.5,0,33.6,0.22,,ME1
1266,1266,0.4,56,0.53,mucx,0.15,0.5,0,29.4,0.22,,ME1
1267,1267,0.79,79,0.42,asqp,0.26,0.5,0,36,0.22,,ME1
1268,1268,0.8,83,0.43,mucx,0.24,0.5,0,32.4,0.22,,ME1
1269,1269,0.58,55,0.51,cdg,0.13,0.5,0,31.2,0.22,,ME1
1270,1270,0.55,69,0.51,mucx,0.12,0.5,0,30.6,0.22,,ME1
1271,1271,0.47,46,0.53,mucx,0.12,0.5,0,30.6,0.25,,ME1
1272,1272,0.57,29,0.63,asqp,0.22,0.5,0,29.4,0.27,,ME1
1273,1273,0.52,49,0.59,cdg,0.21,0.5,0,28.2,0.22,,ME1
1274,1274,0.41,42,0.53,cdg,0.17,0.5,0,28.8,0.58,,ME1
1275,1275,0.45,36,0.5,mucx,0.19,0.5,0,31.8,0.7,,ME1
1276,1276,0.53,51,0.54,mucx,0.21,0.5,0,27,0.22,,ME1
1277,1277,0.49,50,0.42,mucx,0.43,0.5,0,30,0.36,,ME3
1278,1278,0.44,49,0.49,cdg,0.27,0.5,0,31.2,0.22,,ME1
1279,1279,0.25,26,0.53,cdg,0.17,0.5,0,27,0.22,,ME1
1280,1280,0.49,46,0.54,asqp,0.18,0.5,0,21,0.22,,ME1
1281,1281,0.42,37,0.54,mucx,0.17,0.5,0,30.6,0.22,,ME1
1282,1282,0.42,45,0.75,mucx,0.21,0.5,0,28.8,0.22,,ME1
1283,1283,0.39,45,0.75,cdg,0.17,0.5,0,30.6,0.22,,ME1
1284,1284,0.63,54,0.53,asqp,0.27,0.5,0,29.4,0.22,,ME1
1285,1285,0.54,43,0.48,cdg,0.27,0.5,0,26.4,0.41,,ME1
1286,1286,0.4,44,0.5,mucx,0.13,0.5,0,31.2,0.39,,ME1
1287,1287,0.55,39,0.39,cdg,0.47,0.5,0,30,0.83,rax,ME3
1288,1288,0.59,48,0.41,asqp,0.53,0.5,0,28.8,0.56,,ME3
1289,1289,0.49,38,0.49,mucx,0.15,0.5,0,31.8,0.25,,ME1
1290,1290,0.53,45,0.52,mucx,0.29,0.5,0,33,0.38,,MIT
1291,1291,0.62,60,0.54,cdg,0.22,0.5,0,32.4,0.27,,ME1
1292,1292,0.33,46,0.53,asqp,0.12,0.5,0,30,0.27,,ME1
1293,1293,0.57,36,0.51,mucx,0.25,0.5,0,32.4,0.25,,ME1
1294,1294,0.45,76,0.51,asqp,0.25,0.5,0,35.4,0.22,,ME1
1295,1295,0.48,44,0.51,asqp,0.24,0.5,0,29.4,0.22,,ME1
1296,1296,0.59,64,0.44,cdg,0.26,0.5,0,30,0.22,,ME1
1297,1297,0.79,56,0.53,asqp,0.19,0.5,0,28.2,0.35,,ME1
1298,1298,0.5,50,0.48,cdg,0.34,0.5,0,31.2,0.27,,ME1
1299,1299,0.79,62,0.35,mucx,0.35,0.5,0,36,0.28,rax,ME2
1300,1300,0.52,50,0.6,cdg,0.2,0.5,0,31.2,0.22,,ME1
1301,1301,0.59,46,0.57,asqp,0.17,0.5,0,31.2,0.22,,ME1
1302,1302,0.53,42,0.53,cdg,0.19,0.5,0,28.2,0.22,,ME1
1303,1303,0.59,46,0.55,cdg,0.17,0.5,0,31.2,0.25,,ME1
1304,1304,0.61,73,0.5,mucx,0.58,0.5,0,30,0.22,,MIT
1305,1305,0.5,43,0.56,cdg,0.17,0.5,0,21,0.22,,ME1
1306,1306,0.36,52,0.61,mucx,0.33,0.5,0,31.2,0.37,,ME1
1307,1307,0.66,54,0.53,cdg,0.17,0.5,0,32.4,0.22,,ME1
1308,1308,0.52,51,0.48,asqp,0.12,0.5,0,32.4,0.31,,ME1
1309,1309,0.56,46,0.51,cdg,0.25,0.5,0,32.4,0.22,,ME1
1310,1310,0.47,46,0.49,cdg,0.27,0.5,0,35.4,0.22,rax,ME1
1311,1311,0.5,46,0.49,asqp,0.27,0.5,0,36,0.22,,ME1
1312,1312,0.43,48,0.36,cdg,0.26,0.5,0,31.2,0.22,,ME3
1313,1313,0.5,44,0.57,mucx,0.28,0.5,0,34.2,0.22,,ME1
1314,1314,0.46,47,0.62,cdg,0.3,0.5,0,22.8,0.22,,ME1
1315,1315,0.59,70,0.46,mucx,0.19,0.5,0,32.4,0.44,,ME1
1316,1316,0.19,41,0.55,asqp,0.13,0.5,0,31.2,0.25,,ME1
1317,1317,0.27,43,0.5,asqp,0.13,0.5,0,32.4,0.31,,ME1
1318,1318,0.42,46,0.44,cdg,0.17,0.5,0,30.6,0.42,uxv,ME1
1319,1319,0.49,36,0.47,cdg,0.28,0.5,0,33.6,0.54,,ME1
1320,1320,0.42,51,0.33,asqp,0.16,0.5,0,32.4,0.22,,ME3
1321,1321,0.34,42,0.48,asqp,0.19,0.5,0,27.6,0.31,,ME1
1322,1322,0.6,57,0.63,mucx,0.22,0.5,0,30,0.49,,ME1
1323,1323,0.53,44,0.54,cdg,0.52,0.5,0,29.4,0.38,,ME1
1324,1324,0.48,39,0.56,mucx,0.23,0.5,0,36,0.22,,ME1
1325,1325,0.56,49,0.47,asqp,0.13,0.5,0,31.2,0.22,,ME1
1326,1326,0.47,59,0.56,asqp,0.09,0.5,0,30,0.22,,ME1
1327,1327,0.4,28,0.58,cdg,0.44,0.5,0,24.6,0.22,,ME1
1328,1328,0.54,35,0.55,mucx,0.19,0.5,0,18,0.22,,ME1
1329,1329,0.5,47,0.45,mucx,0.14,0.5,0,31.8,0.32,,ME3
1330,1330,0.55,49,0.6,mucx,0.18,0.5,0,30.6,0.22,,ME1
1331,1331,0.55,44,0.5,asqp,0.09,0.5,0,33,0.22,,ME3
1332,1332,0.66,37,0.6,asqp,0.25,0.5,0,41.4,0.22,,MIT
1333,1333,0.51,49,0.48,mucx,0.55,0.5,0,31.2,0.58,,ME1
1334,1334,0.36,51,0.51,cdg,0.17,0.5,0,31.2,0.22,,ME3
1335,1335,0.68,68,0.35,cdg,0.16,0.5,0,37.2,0.22,,ME3
1336,1336,0.44,35,0.55,mucx,0.14,0.5,0,31.2,0.22,,ME3
1337,1337,0.73,59,0.35,asqp,0.15,0.5,0,32.4,0.22,,ME3
1338,1338,0.6,37,0.52,cdg,0.15,0.5,0,33,0.26,,ME3
1339,1339,0.64,61,0.56,asqp,0.15,0.5,0,32.4,0.22,,ME3
1340,1340,0.48,58,0.58,asqp,0.12,0.5,0,29.4,0.22,,ME3
1341,1341,0.65,58,0.53,cdg,0.21,0.5,0,30.6,0.22,uax,ME3
1342,1342,0.48,49,0.49,cdg,0.26,0.5,0,23.4,0.27,,ME3
1343,1343,0.57,54,0.32,asqp,0.15,0.5,0,31.2,0.25,,ME3
1344,1344,0.4,36,0.32,cdg,0.16,0.5,0,30.6,0.27,,ME3
1345,1345,0.5,55,0.52,cdg,0.16,0.5,0,30.6,0.31,,ME1
1346,1346,0.65,63,0.47,mucx,0.22,0.5,0,31.2,0.27,,ME1
1347,1347,0.41,48,0.51,mucx,0.2,0.5,0,30.6,0.22,,ME1
1348,1348,0.25,40,0.54,mucx,0.16,0.5,0,25.8,0.22,,ME1
1349,1349,0.63,56,0.52,asqp,0.21,0.5,0,30,0.22,,ME1
1350,1350,0.56,68,0.42,mucx,0.36,0.5,0,29.4,0.22,,ME1
